Date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1977-08,-1.51,-0.53,-2.43,-1.35,-0.98,-1.02,-1.76,0.17,-0.95,-2.25,-2.67,-2.25,-0.56,-1.2,-0.51
1977-09,-0.52,-0.21,1.13,-0.47,0.35,-0.26,-0.65,0.01,-0.33,1.67,0.38,-0.44,-0.51,0.43,0.17
1977-10,-3.22,-3.63,-3.93,-4.37,-3.81,-3.5,-3.08,-4.17,-3.3,-4.38,-3.31,-4.15,-4.55,-3.97,-3.47
1977-11,5.52,4.2,3.4,4.39,5.74,7.7,4.37,5.06,3.68,2.9,4.1,4.99,3.88,5.18,6.93
1977-12,0.8,0.6,1.51,0.38,0.13,0.92,0.73,-0.15,1.06,1.91,0.97,0.73,0.08,-0.06,0.53
1978-01,-6.05,-5.73,-5.31,-5.48,-5.33,-6.0,-6.07,-6.67,-5.16,-4.88,-5.92,-5.09,-5.81,-5.92,-4.13
1978-02,0.13,-1.96,-0.07,-2.03,-0.64,1.32,-0.52,-1.26,-2.38,0.86,-1.36,-1.97,-2.08,-1.49,1.05
1978-03,5.13,1.5,3.12,3.87,4.34,8.05,3.52,2.63,0.82,2.95,3.35,4.03,3.72,3.91,5.19
1978-04,9.88,9.92,6.02,8.71,8.59,10.52,9.52,11.05,9.22,4.88,7.64,7.05,10.18,8.32,9.11
1978-05,4.95,0.4,1.41,3.44,3.81,7.31,3.61,1.2,-0.09,1.38,1.46,2.84,3.95,2.76,5.86
1978-06,-0.21,-1.62,-1.55,-1.41,-0.86,0.47,-0.6,-1.98,-1.38,-1.78,-1.22,-0.96,-1.79,-1.06,-0.47
1978-07,6.53,5.14,6.63,5.28,6.03,7.71,5.67,6.17,4.12,6.63,6.62,5.25,5.31,6.26,5.63
1978-08,4.84,4.06,4.03,3.25,5.28,5.11,4.64,4.17,3.95,3.64,4.47,3.24,3.26,4.01,7.53
1978-09,-1.65,-0.15,-1.38,-0.84,-0.96,-2.04,-1.36,-0.95,0.68,-1.27,-1.5,-0.23,-1.5,-0.58,-1.61
1978-10,-15.37,-8.45,-10.52,-11.46,-14.39,-17.66,-13.69,-8.53,-8.36,-10.74,-10.25,-10.1,-12.96,-12.97,-16.87
1978-11,5.33,3.23,3.08,2.86,4.68,6.2,4.71,3.41,3.05,2.88,3.31,2.71,3.02,3.75,6.4
1978-12,1.4,2.04,1.21,1.91,0.86,2.4,0.7,3.15,0.91,0.47,2.04,1.76,2.08,-0.43,3.13
1979-01,6.05,3.93,5.62,4.74,6.66,6.22,5.92,4.04,3.82,6.36,4.81,5.27,4.14,6.77,6.47
